Potencia intercambiada red-electrolinera,Potencia entra electrolinera,Potencia sale  electrolinera,Potencia intercambiada red-electrolinera fase R,Potencia intercambiada red-electrolinera fase S,Potencia intercambiada red-electrolinera fase T,Potencia entrada electrolinera fase R,Potencia entrada electrolinera fase S,Potencia entrada electrolinera fase T,Potencia salida  electrolinera fase R,Potencia salida  electrolinera fase S,Potencia salida  electrolinera fase T,Bateria  Terminal 1,Bateria  Terminal 2,Bateria  Terminal 3,Bateria  Terminal 4,Bateria  Terminal 5,Bateria  Terminal 6,Bateria  Terminal 7,Bateria  Terminal 8,Bateria  Terminal 9,Bateria  Terminal 10,Bateria  Terminal 11,Bateria  Terminal 12,Potencia Terminal 1,Potencia Terminal 2,Potencia Terminal 3,Potencia Terminal 4,Potencia Terminal 5,Potencia Terminal 6,Potencia Terminal 7,Potencia Terminal 8,Potencia Terminal 9,Potencia Terminal 10,Potencia Terminal 11,Potencia Terminal 12,-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-500.00,0.00,0.00,-166.67,-166.67,-166.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
